"activity" "subject" "featureAcceleration" "featureInstrument" "featureJerk" "featureMagnitude" "featureAxis" "featureVariable" "average"
"WALKING_DOWNSTAIRS" 13 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" 0.0117078790553191
"WALKING_DOWNSTAIRS" 13 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.113261293132979
"WALKING_DOWNSTAIRS" 13 "Body" "Accelerometer" NA NA "X" "Mean" 0.111123643541489
"WALKING_DOWNSTAIRS" 13 "Body" "Accelerometer" NA NA "X" "Standard Deviation" -0.0680999921819149
"WALKING_DOWNSTAIRS" 13 "Body" "Accelerometer" NA NA "Y" "Mean" -0.0254129543384043
"WALKING_DOWNSTAIRS" 13 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" -0.0622848316792553
"WALKING_DOWNSTAIRS" 13 "Body" "Accelerometer" NA NA "Z" "Mean" -0.126586333162766
"WALKING_DOWNSTAIRS" 13 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.195824161350851
"WALKING_DOWNSTAIRS" 13 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.294976171243617
"WALKING_DOWNSTAIRS" 13 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.309793185787234
"WALKING_DOWNSTAIRS" 13 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.0647199842553191
"WALKING_DOWNSTAIRS" 13 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.463736674255319
"WALKING_DOWNSTAIRS" 13 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0669414080765958
"WALKING_DOWNSTAIRS" 13 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.259163248340426
"WALKING_DOWNSTAIRS" 13 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0512020476
"WALKING_DOWNSTAIRS" 13 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.367089485595745
"WALKING_DOWNSTAIRS" 13 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" -0.15411809387234
"WALKING_DOWNSTAIRS" 13 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.318661346340426
"WALKING_DOWNSTAIRS" 13 "Body" "Gyroscope" NA NA "X" "Mean" -0.221174663208511
"WALKING_DOWNSTAIRS" 13 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.434602274180851
"WALKING_DOWNSTAIRS" 13 "Body" "Gyroscope" NA NA "Y" "Mean" -0.0787747293202128
"WALKING_DOWNSTAIRS" 13 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.224254245203191
"WALKING_DOWNSTAIRS" 13 "Body" "Gyroscope" NA NA "Z" "Mean" -0.0508112114379787
"WALKING_DOWNSTAIRS" 13 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.374891168510638
"WALKING_DOWNSTAIRS" 13 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" -0.0294634299553191
"WALKING_DOWNSTAIRS" 13 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.0156098198829787
"WALKING_DOWNSTAIRS" 13 "Gravity" "Accelerometer" NA NA "X" "Mean" 0.941875619787234
"WALKING_DOWNSTAIRS" 13 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.952643084042553
"WALKING_DOWNSTAIRS" 13 "Gravity" "Accelerometer" NA NA "Y" "Mean" -0.211555112553191
"WALKING_DOWNSTAIRS" 13 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.92854437106383
"WALKING_DOWNSTAIRS" 13 "Gravity" "Accelerometer" NA NA "Z" "Mean" -0.0950820341687234
"WALKING_DOWNSTAIRS" 13 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.893962984042553
"WALKING_DOWNSTAIRS" 14 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" 0.110791807806111
"WALKING_DOWNSTAIRS" 14 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" 0.194486131512333
"WALKING_DOWNSTAIRS" 14 "Body" "Accelerometer" "Jerk" NA "X" "Mean" 0.00454055840333333
"WALKING_DOWNSTAIRS" 14 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.00863994082622222
"WALKING_DOWNSTAIRS" 14 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" 0.0969544991177778
"WALKING_DOWNSTAIRS" 14 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" 0.165764868245556
"WALKING_DOWNSTAIRS" 14 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.007191860235
"WALKING_DOWNSTAIRS" 14 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.189245594412
"WALKING_DOWNSTAIRS" 14 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" 0.328721431
"WALKING_DOWNSTAIRS" 14 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" 0.303545251745556
"WALKING_DOWNSTAIRS" 14 "Body" "Accelerometer" NA NA "X" "Mean" 0.157338135476667
"WALKING_DOWNSTAIRS" 14 "Body" "Accelerometer" NA NA "X" "Standard Deviation" 0.0159569747294444
"WALKING_DOWNSTAIRS" 14 "Body" "Accelerometer" NA NA "Y" "Mean" 0.175734164517111
"WALKING_DOWNSTAIRS" 14 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" 0.336252195857778
"WALKING_DOWNSTAIRS" 14 "Body" "Accelerometer" NA NA "Z" "Mean" 0.0939514678266667
"WALKING_DOWNSTAIRS" 14 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" 0.439569953741111
"WALKING_DOWNSTAIRS" 14 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.264934007881778
"WALKING_DOWNSTAIRS" 14 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.315796714533333
"WALKING_DOWNSTAIRS" 14 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.108620377713333
"WALKING_DOWNSTAIRS" 14 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.537002097555556
"WALKING_DOWNSTAIRS" 14 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0740589810844444
"WALKING_DOWNSTAIRS" 14 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.284318020488889
"WALKING_DOWNSTAIRS" 14 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0615978795422222
"WALKING_DOWNSTAIRS" 14 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" 0.0913857550044444
"WALKING_DOWNSTAIRS" 14 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" 0.0437915855823333
"WALKING_DOWNSTAIRS" 14 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.145220943823556
"WALKING_DOWNSTAIRS" 14 "Body" "Gyroscope" NA NA "X" "Mean" -0.1550117535
"WALKING_DOWNSTAIRS" 14 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.366717255555556
"WALKING_DOWNSTAIRS" 14 "Body" "Gyroscope" NA NA "Y" "Mean" -0.0406603030866667
"WALKING_DOWNSTAIRS" 14 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" 0.065564668878
"WALKING_DOWNSTAIRS" 14 "Body" "Gyroscope" NA NA "Z" "Mean" 0.263874416788889
"WALKING_DOWNSTAIRS" 14 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" 0.269496646753333
"WALKING_DOWNSTAIRS" 14 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" 0.185537706866667
"WALKING_DOWNSTAIRS" 14 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" 0.428405922622222
"WALKING_DOWNSTAIRS" 14 "Gravity" "Accelerometer" NA NA "X" "Mean" 0.81629643
"WALKING_DOWNSTAIRS" 14 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.919098794
"WALKING_DOWNSTAIRS" 14 "Gravity" "Accelerometer" NA NA "Y" "Mean" -0.264254674666667
"WALKING_DOWNSTAIRS" 14 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.920725940666667
"WALKING_DOWNSTAIRS" 14 "Gravity" "Accelerometer" NA NA "Z" "Mean" -0.392555882222222
"WALKING_DOWNSTAIRS" 14 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.879565316666667
"WALKING_DOWNSTAIRS" 15 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" 0.0605733637646429
"WALKING_DOWNSTAIRS" 15 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" 0.155069730558333
"WALKING_DOWNSTAIRS" 15 "Body" "Accelerometer" "Jerk" NA "X" "Mean" 0.066557232275
"WALKING_DOWNSTAIRS" 15 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" 0.121328288369048
"WALKING_DOWNSTAIRS" 15 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" -0.00593052083571429
"WALKING_DOWNSTAIRS" 15 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" 0.00428865933130952
"WALKING_DOWNSTAIRS" 15 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.177698915708333
"WALKING_DOWNSTAIRS" 15 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.432802362107143
"WALKING_DOWNSTAIRS" 15 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" 0.32579980822619
"WALKING_DOWNSTAIRS" 15 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" 0.253164093107143
"WALKING_DOWNSTAIRS" 15 "Body" "Accelerometer" NA NA "X" "Mean" 0.257754338369048
"WALKING_DOWNSTAIRS" 15 "Body" "Accelerometer" NA NA "X" "Standard Deviation" 0.436398366309524
"WALKING_DOWNSTAIRS" 15 "Body" "Accelerometer" NA NA "Y" "Mean" 0.0809438109605952
"WALKING_DOWNSTAIRS" 15 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" 0.153262990514286
"WALKING_DOWNSTAIRS" 15 "Body" "Accelerometer" NA NA "Z" "Mean" -0.185169135488095
"WALKING_DOWNSTAIRS" 15 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.31969487047619
"WALKING_DOWNSTAIRS" 15 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.537431389404762
"WALKING_DOWNSTAIRS" 15 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.578556287738095
"WALKING_DOWNSTAIRS" 15 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.0482532079928571
"WALKING_DOWNSTAIRS" 15 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.455980756428571
"WALKING_DOWNSTAIRS" 15 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0495415503071429
"WALKING_DOWNSTAIRS" 15 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.574964116428571
"WALKING_DOWNSTAIRS" 15 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0339213064857143
"WALKING_DOWNSTAIRS" 15 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.394542240714286
"WALKING_DOWNSTAIRS" 15 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" -0.247792475965476
"WALKING_DOWNSTAIRS" 15 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.316818459047619
"WALKING_DOWNSTAIRS" 15 "Body" "Gyroscope" NA NA "X" "Mean" -0.181989109260714
"WALKING_DOWNSTAIRS" 15 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.335161263107143
"WALKING_DOWNSTAIRS" 15 "Body" "Gyroscope" NA NA "Y" "Mean" -0.218503937214286
"WALKING_DOWNSTAIRS" 15 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.367090504285714
"WALKING_DOWNSTAIRS" 15 "Body" "Gyroscope" NA NA "Z" "Mean" -0.0560094908815476
"WALKING_DOWNSTAIRS" 15 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.297160692857143
"WALKING_DOWNSTAIRS" 15 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" 0.320449387166667
"WALKING_DOWNSTAIRS" 15 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" 0.353204008095238
"WALKING_DOWNSTAIRS" 15 "Gravity" "Accelerometer" NA NA "X" "Mean" 0.932302200476191
"WALKING_DOWNSTAIRS" 15 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.942806478333333
"WALKING_DOWNSTAIRS" 15 "Gravity" "Accelerometer" NA NA "Y" "Mean" -0.167462317142857
"WALKING_DOWNSTAIRS" 15 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.925685893571429
"WALKING_DOWNSTAIRS" 15 "Gravity" "Accelerometer" NA NA "Z" "Mean" 0.0788822410992857
"WALKING_DOWNSTAIRS" 15 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.93400831
"WALKING_DOWNSTAIRS" 16 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" -0.120237359515426
"WALKING_DOWNSTAIRS" 16 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" -0.0851561121808511
"WALKING_DOWNSTAIRS" 16 "Body" "Accelerometer" "Jerk" NA "X" "Mean" -0.0323295881702128
"WALKING_DOWNSTAIRS" 16 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.113434872344468
"WALKING_DOWNSTAIRS" 16 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" -0.152384654258511
"WALKING_DOWNSTAIRS" 16 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" -0.271596079687234
"WALKING_DOWNSTAIRS" 16 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.135643168157447
"WALKING_DOWNSTAIRS" 16 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.333704139352128
"WALKING_DOWNSTAIRS" 16 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" 0.152555941067128
"WALKING_DOWNSTAIRS" 16 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" 0.0328850113606383
"WALKING_DOWNSTAIRS" 16 "Body" "Accelerometer" NA NA "X" "Mean" 0.166206577509574
"WALKING_DOWNSTAIRS" 16 "Body" "Accelerometer" NA NA "X" "Standard Deviation" 0.236683745014043
"WALKING_DOWNSTAIRS" 16 "Body" "Accelerometer" NA NA "Y" "Mean" -0.076494105552766
"WALKING_DOWNSTAIRS" 16 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" -0.177837212769149
"WALKING_DOWNSTAIRS" 16 "Body" "Accelerometer" NA NA "Z" "Mean" -0.0837839844544681
"WALKING_DOWNSTAIRS" 16 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.01326811475
"WALKING_DOWNSTAIRS" 16 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.590279893191489
"WALKING_DOWNSTAIRS" 16 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.614651009574468
"WALKING_DOWNSTAIRS" 16 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.103904044543617
"WALKING_DOWNSTAIRS" 16 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.623676024255319
"WALKING_DOWNSTAIRS" 16 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0567686629753191
"WALKING_DOWNSTAIRS" 16 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.583421784680851
"WALKING_DOWNSTAIRS" 16 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0612136932929787
"WALKING_DOWNSTAIRS" 16 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.540633469361702
"WALKING_DOWNSTAIRS" 16 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" -0.399037183404255
"WALKING_DOWNSTAIRS" 16 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.451127581361702
"WALKING_DOWNSTAIRS" 16 "Body" "Gyroscope" NA NA "X" "Mean" -0.221690672811702
"WALKING_DOWNSTAIRS" 16 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.462280984787234
"WALKING_DOWNSTAIRS" 16 "Body" "Gyroscope" NA NA "Y" "Mean" -0.273888888161702
"WALKING_DOWNSTAIRS" 16 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.546771668723404
"WALKING_DOWNSTAIRS" 16 "Body" "Gyroscope" NA NA "Z" "Mean" -0.145731309915957
"WALKING_DOWNSTAIRS" 16 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.482868576808511
"WALKING_DOWNSTAIRS" 16 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" 0.191079793587447
"WALKING_DOWNSTAIRS" 16 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" 0.119183740638298
"WALKING_DOWNSTAIRS" 16 "Gravity" "Accelerometer" NA NA "X" "Mean" 0.917818427021277
"WALKING_DOWNSTAIRS" 16 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.957785118085106
"WALKING_DOWNSTAIRS" 16 "Gravity" "Accelerometer" NA NA "Y" "Mean" -0.0584832676382979
"WALKING_DOWNSTAIRS" 16 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.955487793617021
"WALKING_DOWNSTAIRS" 16 "Gravity" "Accelerometer" NA NA "Z" "Mean" -0.225382496382979
"WALKING_DOWNSTAIRS" 16 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.910588943191489
"WALKING_DOWNSTAIRS" 17 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" -0.205156046978261
"WALKING_DOWNSTAIRS" 17 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" -0.221557599911957
"WALKING_DOWNSTAIRS" 17 "Body" "Accelerometer" "Jerk" NA "X" "Mean" -0.048420595523913
"WALKING_DOWNSTAIRS" 17 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.0876565873402174
"WALKING_DOWNSTAIRS" 17 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" -0.181325511084348
"WALKING_DOWNSTAIRS" 17 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" -0.301497339543478
"WALKING_DOWNSTAIRS" 17 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.254033419412717
"WALKING_DOWNSTAIRS" 17 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.554687640869565
"WALKING_DOWNSTAIRS" 17 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" 0.103509577873478
"WALKING_DOWNSTAIRS" 17 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" 0.0147599995097826
"WALKING_DOWNSTAIRS" 17 "Body" "Accelerometer" NA NA "X" "Mean" 0.135647183068152
"WALKING_DOWNSTAIRS" 17 "Body" "Accelerometer" NA NA "X" "Standard Deviation" 0.22333071828587
"WALKING_DOWNSTAIRS" 17 "Body" "Accelerometer" NA NA "Y" "Mean" -0.0735042275
"WALKING_DOWNSTAIRS" 17 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" -0.0734209698040217
"WALKING_DOWNSTAIRS" 17 "Body" "Accelerometer" NA NA "Z" "Mean" -0.203662567508696
"WALKING_DOWNSTAIRS" 17 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.238238849128261
"WALKING_DOWNSTAIRS" 17 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.558837333913043
"WALKING_DOWNSTAIRS" 17 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.617859347391304
"WALKING_DOWNSTAIRS" 17 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.1077700285
"WALKING_DOWNSTAIRS" 17 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.526801825217391
"WALKING_DOWNSTAIRS" 17 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0381702367441304
"WALKING_DOWNSTAIRS" 17 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.572144734130435
"WALKING_DOWNSTAIRS" 17 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0582518846641304
"WALKING_DOWNSTAIRS" 17 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.542770646521739
"WALKING_DOWNSTAIRS" 17 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" -0.321040260784239
"WALKING_DOWNSTAIRS" 17 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.390777984456522
"WALKING_DOWNSTAIRS" 17 "Body" "Gyroscope" NA NA "X" "Mean" -0.12432006195
"WALKING_DOWNSTAIRS" 17 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.381815800319565
"WALKING_DOWNSTAIRS" 17 "Body" "Gyroscope" NA NA "Y" "Mean" -0.287322032638043
"WALKING_DOWNSTAIRS" 17 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.464336208804348
"WALKING_DOWNSTAIRS" 17 "Body" "Gyroscope" NA NA "Z" "Mean" -0.193546255754674
"WALKING_DOWNSTAIRS" 17 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.504706252282609
"WALKING_DOWNSTAIRS" 17 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" 0.148951103536087
"WALKING_DOWNSTAIRS" 17 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" 0.0914076757326087
"WALKING_DOWNSTAIRS" 17 "Gravity" "Accelerometer" NA NA "X" "Mean" 0.928817578043478
"WALKING_DOWNSTAIRS" 17 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.950026242173913
"WALKING_DOWNSTAIRS" 17 "Gravity" "Accelerometer" NA NA "Y" "Mean" -0.151077057652174
"WALKING_DOWNSTAIRS" 17 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.946576675652174
"WALKING_DOWNSTAIRS" 17 "Gravity" "Accelerometer" NA NA "Z" "Mean" -0.160962985956522
"WALKING_DOWNSTAIRS" 17 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.901097766521739
"WALKING_DOWNSTAIRS" 18 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" -0.4249573787
"WALKING_DOWNSTAIRS" 18 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" -0.384541202781818
"WALKING_DOWNSTAIRS" 18 "Body" "Accelerometer" "Jerk" NA "X" "Mean" -0.165911941100909
"WALKING_DOWNSTAIRS" 18 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.401637216636364
"WALKING_DOWNSTAIRS" 18 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" -0.233369867906364
"WALKING_DOWNSTAIRS" 18 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" -0.455789963636364
"WALKING_DOWNSTAIRS" 18 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.318156443455455
"WALKING_DOWNSTAIRS" 18 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.664998872636364
"WALKING_DOWNSTAIRS" 18 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" -0.267752754209091
"WALKING_DOWNSTAIRS" 18 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.287116840609091
"WALKING_DOWNSTAIRS" 18 "Body" "Accelerometer" NA NA "X" "Mean" -0.0308236621818182
"WALKING_DOWNSTAIRS" 18 "Body" "Accelerometer" NA NA "X" "Standard Deviation" -0.294085218363636
"WALKING_DOWNSTAIRS" 18 "Body" "Accelerometer" NA NA "Y" "Mean" -0.162958152920182
"WALKING_DOWNSTAIRS" 18 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" -0.264006101909091
"WALKING_DOWNSTAIRS" 18 "Body" "Accelerometer" NA NA "Z" "Mean" -0.3046075836
"WALKING_DOWNSTAIRS" 18 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.418434388636364
"WALKING_DOWNSTAIRS" 18 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.722949559363636
"WALKING_DOWNSTAIRS" 18 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.753795160281818
"WALKING_DOWNSTAIRS" 18 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.0836566573181818
"WALKING_DOWNSTAIRS" 18 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.676716181636364
"WALKING_DOWNSTAIRS" 18 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0509120258890909
"WALKING_DOWNSTAIRS" 18 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.752608622181818
"WALKING_DOWNSTAIRS" 18 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0570591813909091
"WALKING_DOWNSTAIRS" 18 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.605655411090909
"WALKING_DOWNSTAIRS" 18 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" -0.492879114545455
"WALKING_DOWNSTAIRS" 18 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.520920205236364
"WALKING_DOWNSTAIRS" 18 "Body" "Gyroscope" NA NA "X" "Mean" -0.273443570037273
"WALKING_DOWNSTAIRS" 18 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.508210061527273
"WALKING_DOWNSTAIRS" 18 "Body" "Gyroscope" NA NA "Y" "Mean" -0.352574514383545
"WALKING_DOWNSTAIRS" 18 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.612494382636364
"WALKING_DOWNSTAIRS" 18 "Body" "Gyroscope" NA NA "Z" "Mean" -0.174141765570909
"WALKING_DOWNSTAIRS" 18 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.513827185636364
"WALKING_DOWNSTAIRS" 18 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" -0.293531973636364
"WALKING_DOWNSTAIRS" 18 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.229934247036364
"WALKING_DOWNSTAIRS" 18 "Gravity" "Accelerometer" NA NA "X" "Mean" 0.932277478363636
"WALKING_DOWNSTAIRS" 18 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.960404874545455
"WALKING_DOWNSTAIRS" 18 "Gravity" "Accelerometer" NA NA "Y" "Mean" -0.225809125454545
"WALKING_DOWNSTAIRS" 18 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.932962218181818
"WALKING_DOWNSTAIRS" 18 "Gravity" "Accelerometer" NA NA "Z" "Mean" -0.0493636733454545
"WALKING_DOWNSTAIRS" 18 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.921661749636364
"WALKING_DOWNSTAIRS" 19 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" 0.486447623551282
"WALKING_DOWNSTAIRS" 19 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" 0.383479240534615
"WALKING_DOWNSTAIRS" 19 "Body" "Accelerometer" "Jerk" NA "X" "Mean" 0.273705143371795
"WALKING_DOWNSTAIRS" 19 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" 0.510538462392308
